NS10000 VALID
CN0 7386, LN0 0256, HN0 8014
CN1 1649, LN1 2407, HN1 9465
CN2 2307, LN2 3165, HN2 0123
CN3 3065, LN3 4823, HN3 1881
CN4 4723, LN4 5581, HN4 2549

CN0 7085, LN0 8843, HN0 5801
CN1 8743, LN1 9501, HN1 6569
CN2 9401, LN2 0269, HN2 7227
CN3 0169, LN3 1927, HN3 8985
CN4 1827, LN4 2685, HN4 9643

CN0 4165, LN0 5923, HN0 2981
CN1 5823, LN1 6681, HN1 3649
CN2 6581, LN2 7349, HN2 4307
CN3 7249, LN3 8007, HN3 5065
CN4 8907, LN4 9765, HN4 6723

CN0 9870, LN0 0638, HN0 7696
CN1 0538, LN1 1396, HN1 8354
CN2 1296, LN2 2054, HN2 9012
CN3 2954, LN3 3712, HN3 0770
CN4 3612, LN4 4470, HN4 1438

CN0 9283, LN0 0041, HN0 7009
CN1 0941, LN1 1709, HN1 8767
CN2 1609, LN2 2467, HN2 9425
CN3 2367, LN3 3125, HN3 0183
CN4 3025, LN4 4883, HN4 1841

CN0 0761, LN0 1529, HN0 8587
CN1 1429, LN1 2287, HN1 9245
CN2 2187, LN2 3945, HN2 0903
CN3 3845, LN3 4603, HN3 1661
CN4 4503, LN4 5361, HN4 2329

CN0 0974, LN0 1732, HN0 8790
CN1 1632, LN1 2490, HN1 9458
CN2 2390, LN2 3158, HN2 0116
CN3 3058, LN3 4816, HN3 1874
CN4 4716, LN4 5574, HN4 2532

CN0 4761, LN0 5529, HN0 2587
CN1 5429, LN1 6287, HN1 3245
CN2 6187, LN2 7945, HN2 4903
CN3 7845, LN3 8603, HN3 5661
CN4 8503, LN4 9361, HN4 6329

CN0 5610, LN0 6478, HN0 3436
CN1 6378, LN1 7136, HN1 4194
CN2 7036, LN2 8894, HN2 5852
CN3 8794, LN3 9552, HN3 6510
CN4 9452, LN4 0210, HN4 7278

CN0 7065, LN0 8823, HN0 5881
CN1 8723, LN1 9581, HN1 6549
CN2 9481, LN2 0249, HN2 7207
CN3 0149, LN3 1907, HN3 8965
CN4 1807, LN4 2665, HN4 9623

CN0 1092, LN0 2850, HN0 9818
CN1 2750, LN1 3518, HN1 0576
CN2 3418, LN2 4276, HN2 1234
CN3 4176, LN3 5934, HN3 2992
CN4 5834, LN4 6692, HN4 3650

CN0 5296, LN0 6054, HN0 3012
CN1 6954, LN1 7712, HN1 4770
CN2 7612, LN2 8470, HN2 5438
CN3 8370, LN3 9138, HN3 6196
CN4 9038, LN4 0896, HN4 7854

CN0 5863, LN0 6621, HN0 3689
CN1 6521, LN1 7389, HN1 4347
CN2 7289, LN2 8047, HN2 5005
CN3 8947, LN3 9705, HN3 6763
CN4 9605, LN4 0463, HN4 7421

CN0 5869, LN0 6627, HN0 3685
CN1 6527, LN1 7385, HN1 4343
CN2 7285, LN2 8043, HN2 5001
CN3 8943, LN3 9701, HN3 6769
CN4 9601, LN4 0469, HN4 7427

CN0 8176, LN0 9934, HN0 6992
CN1 9834, LN1 0692, HN1 7650
CN2 0592, LN2 1350, HN2 8318
CN3 1250, LN3 2018, HN3 9076
CN4 2918, LN4 3776, HN4 0734

CN0 9216, LN0 0074, HN0 7032
CN1 0974, LN1 1732, HN1 8790
CN2 1632, LN2 2490, HN2 9458
CN3 2390, LN3 3158, HN3 0116
CN4 3058, LN4 4816, HN4 1874

CN0 1205, LN0 2063, HN0 9021
CN1 2963, LN1 3721, HN1 0789
CN2 3621, LN2 4489, HN2 1447
CN3 4389, LN3 5147, HN3 2105
CN4 5047, LN4 6805, HN4 3863

CN0 1496, LN0 2254, HN0 9212
CN1 2154, LN1 3912, HN1 0970
CN2 3812, LN2 4670, HN2 1638
CN3 4570, LN3 5338, HN3 2396
CN4 5238, LN4 6096, HN4 3054

CN0 7052, LN0 8810, HN0 5878
CN1 8710, LN1 9578, HN1 6536
CN2 9478, LN2 0236, HN2 7294
CN3 0136, LN3 1994, HN3 8952
CN4 1894, LN4 2652, HN4 9610

CN0 4318, LN0 5176, HN0 2134
CN1 5076, LN1 6834, HN1 3892
CN2 6734, LN2 7592, HN2 4550
CN3 7492, LN3 8250, HN3 5218
CN4 8150, LN4 9918, HN4 6976

CN0 1296, LN0 2054, HN0 9012
CN1 2954, LN1 3712, HN1 0770
CN2 3612, LN2 4470, HN2 1438
CN3 4370, LN3 5138, HN3 2196
CN4 5038, LN4 6896, HN4 3854

CN0 6750, LN0 7518, HN0 4576
CN1 7418, LN1 8276, HN1 5234
CN2 8176, LN2 9934, HN2 6992
CN3 9834, LN3 0692, HN3 7650
CN4 0592, LN4 1350, HN4 8318

CN0 1409, LN0 2267, HN0 9225
CN1 2167, LN1 3925, HN1 0983
CN2 3825, LN2 4683, HN2 1641
CN3 4583, LN3 5341, HN3 2309
CN4 5241, LN4 6009, HN4 3067

CN0 0194, LN0 1952, HN0 8910
CN1 1852, LN1 2610, HN1 9678
CN2 2510, LN2 3378, HN2 0336
CN3 3278, LN3 4036, HN3 1094
CN4 4936, LN4 5794, HN4 2752

CN0 0385, LN0 1143, HN0 8101
CN1 1043, LN1 2801, HN1 9869
CN2 2701, LN2 3569, HN2 0527
CN3 3469, LN3 4227, HN3 1285
CN4 4127, LN4 5985, HN4 2943

CN0 1872, LN0 2630, HN0 9698
CN1 2530, LN1 3398, HN1 0356
CN2 3298, LN2 4056, HN2 1014
CN3 4956, LN3 5714, HN3 2772
CN4 5614, LN4 6472, HN4 3430

CN0 1205, LN0 2063, HN0 9021
CN1 2963, LN1 3721, HN1 0789
CN2 3621, LN2 4489, HN2 1447
CN3 4389, LN3 5147, HN3 2105
CN4 5047, LN4 6805, HN4 3863

CN0 1052, LN0 2810, HN0 9878
CN1 2710, LN1 3578, HN1 0536
CN2 3478, LN2 4236, HN2 1294
CN3 4136, LN3 5994, HN3 2952
CN4 5894, LN4 6652, HN4 3610

CN0 1629, LN0 2487, HN0 9445
CN1 2387, LN1 3145, HN1 0103
CN2 3045, LN2 4803, HN2 1861
CN3 4703, LN3 5561, HN3 2529
CN4 5461, LN4 6229, HN4 3287

CN0 1409, LN0 2267, HN0 9225
CN1 2167, LN1 3925, HN1 0983
CN2 3825, LN2 4683, HN2 1641
CN3 4583, LN3 5341, HN3 2309
CN4 5241, LN4 6009, HN4 3067

CN0 0385, LN0 1143, HN0 8101
CN1 1043, LN1 2801, HN1 9869
CN2 2701, LN2 3569, HN2 0527
CN3 3469, LN3 4227, HN3 1285
CN4 4127, LN4 5985, HN4 2943

CN0 6387, LN0 7145, HN0 4103
CN1 7045, LN1 8803, HN1 5861
CN2 8703, LN2 9561, HN2 6529
CN3 9461, LN3 0229, HN3 7287
CN4 0129, LN4 1987, HN4 8945

CN0 7094, LN0 8852, HN0 5810
CN1 8752, LN1 9510, HN1 6578
CN2 9410, LN2 0278, HN2 7236
CN3 0178, LN3 1936, HN3 8994
CN4 1836, LN4 2694, HN4 9652

CN0 7081, LN0 8849, HN0 5807
CN1 8749, LN1 9507, HN1 6565
CN2 9407, LN2 0265, HN2 7223
CN3 0165, LN3 1923, HN3 8981
CN4 1823, LN4 2681, HN4 9649

CN0 5496, LN0 6254, HN0 3212
CN1 6154, LN1 7912, HN1 4970
CN2 7812, LN2 8670, HN2 5638
CN3 8570, LN3 9338, HN3 6396
CN4 9238, LN4 0096, HN4 7054

CN0 0398, LN0 1156, HN0 8114
CN1 1056, LN1 2814, HN1 9872
CN2 2714, LN2 3572, HN2 0530
CN3 3472, LN3 4230, HN3 1298
CN4 4130, LN4 5998, HN4 2956

CN0 1092, LN0 2850, HN0 9818
CN1 2750, LN1 3518, HN1 0576
CN2 3418, LN2 4276, HN2 1234
CN3 4176, LN3 5934, HN3 2992
CN4 5834, LN4 6692, HN4 3650

CN0 4165, LN0 5923, HN0 2981
CN1 5823, LN1 6681, HN1 3649
CN2 6581, LN2 7349, HN2 4307
CN3 7249, LN3 8007, HN3 5065
CN4 8907, LN4 9765, HN4 6723

CN0 6974, LN0 7732, HN0 4790
CN1 7632, LN1 8490, HN1 5458
CN2 8390, LN2 9158, HN2 6116
CN3 9058, LN3 0816, HN3 7874
CN4 0716, LN4 1574, HN4 8532

CN0 1852, LN0 2610, HN0 9678
CN1 2510, LN1 3378, HN1 0336
CN2 3278, LN2 4036, HN2 1094
CN3 4936, LN3 5794, HN3 2752
CN4 5694, LN4 6452, HN4 3410

CN0 8305, LN0 9163, HN0 6121
CN1 9063, LN1 0821, HN1 7889
CN2 0721, LN2 1589, HN2 8547
CN3 1489, LN3 2247, HN3 9205
CN4 2147, LN4 3905, HN4 0963

CN0 6970, LN0 7738, HN0 4796
CN1 7638, LN1 8496, HN1 5454
CN2 8396, LN2 9154, HN2 6112
CN3 9054, LN3 0812, HN3 7870
CN4 0712, LN4 1570, HN4 8538

CN0 8192, LN0 9950, HN0 6918
CN1 9850, LN1 0618, HN1 7676
CN2 0518, LN2 1376, HN2 8334
CN3 1276, LN3 2034, HN3 9092
CN4 2934, LN4 3792, HN4 0750

CN0 1072, LN0 2830, HN0 9898
CN1 2730, LN1 3598, HN1 0556
CN2 3498, LN2 4256, HN2 1214
CN3 4156, LN3 5914, HN3 2972
CN4 5814, LN4 6672, HN4 3630

CN0 5416, LN0 6274, HN0 3232
CN1 6174, LN1 7932, HN1 4990
CN2 7832, LN2 8690, HN2 5658
CN3 8590, LN3 9358, HN3 6316
CN4 9258, LN4 0016, HN4 7074

CN0 1296, LN0 2054, HN0 9012
CN1 2954, LN1 3712, HN1 0770
CN2 3612, LN2 4470, HN2 1438
CN3 4370, LN3 5138, HN3 2196
CN4 5038, LN4 6896, HN4 3854

CN0 1852, LN0 2610, HN0 9678
CN1 2510, LN1 3378, HN1 0336
CN2 3278, LN2 4036, HN2 1094
CN3 4936, LN3 5794, HN3 2752
CN4 5694, LN4 6452, HN4 3410

CN0 0394, LN0 1152, HN0 8110
CN1 1052, LN1 2810, HN1 9878
CN2 2710, LN2 3578, HN2 0536
CN3 3478, LN3 4236, HN3 1294
CN4 4136, LN4 5994, HN4 2952

CN0 5083, LN0 6841, HN0 3809
CN1 6741, LN1 7509, HN1 4567
CN2 7409, LN2 8267, HN2 5225
CN3 8167, LN3 9925, HN3 6983
CN4 9825, LN4 0683, HN4 7641

CN0 0518, LN0 1376, HN0 8334
CN1 1276, LN1 2034, HN1 9092
CN2 2934, LN2 3792, HN2 0750
CN3 3692, LN3 4450, HN3 1418
CN4 4350, LN4 5118, HN4 2176

CN0 9287, LN0 0045, HN0 7003
CN1 0945, LN1 1703, HN1 8761
CN2 1603, LN2 2461, HN2 9429
CN3 2361, LN3 3129, HN3 0187
CN4 3029, LN4 4887, HN4 1845

CN0 8325, LN0 9183, HN0 6141
CN1 9083, LN1 0841, HN1 7809
CN2 0741, LN2 1509, HN2 8567
CN3 1409, LN3 2267, HN3 9225
CN4 2167, LN4 3925, HN4 0983

CN0 9850, LN0 0618, HN0 7676
CN1 0518, LN1 1376, HN1 8334
CN2 1276, LN2 2034, HN2 9092
CN3 2934, LN3 3792, HN3 0750
CN4 3692, LN4 4450, HN4 1418

CN0 4972, LN0 5730, HN0 2798
CN1 5630, LN1 6498, HN1 3456
CN2 6398, LN2 7156, HN2 4114
CN3 7056, LN3 8814, HN3 5872
CN4 8714, LN4 9572, HN4 6530

CN0 0721, LN0 1589, HN0 8547
CN1 1489, LN1 2247, HN1 9205
CN2 2147, LN2 3905, HN2 0963
CN3 3805, LN3 4663, HN3 1621
CN4 4563, LN4 5321, HN4 2389

CN0 4952, LN0 5710, HN0 2778
CN1 5610, LN1 6478, HN1 3436
CN2 6378, LN2 7136, HN2 4194
CN3 7036, LN3 8894, HN3 5852
CN4 8794, LN4 9552, HN4 6510

CN0 1092, LN0 2850, HN0 9818
CN1 2750, LN1 3518, HN1 0576
CN2 3418, LN2 4276, HN2 1234
CN3 4176, LN3 5934, HN3 2992
CN4 5834, LN4 6692, HN4 3650

CN0 4325, LN0 5183, HN0 2141
CN1 5083, LN1 6841, HN1 3809
CN2 6741, LN2 7509, HN2 4567
CN3 7409, LN3 8267, HN3 5225
CN4 8167, LN4 9925, HN4 6983

CN0 7285, LN0 8043, HN0 5001
CN1 8943, LN1 9701, HN1 6769
CN2 9601, LN2 0469, HN2 7427
CN3 0369, LN3 1127, HN3 8185
CN4 1027, LN4 2885, HN4 9843

CN0 7658, LN0 8416, HN0 5474
CN1 8316, LN1 9174, HN1 6132
CN2 9074, LN2 0832, HN2 7890
CN3 0732, LN3 1590, HN3 8558
CN4 1490, LN4 2258, HN4 9216

CN0 6750, LN0 7518, HN0 4576
CN1 7418, LN1 8276, HN1 5234
CN2 8176, LN2 9934, HN2 6992
CN3 9834, LN3 0692, HN3 7650
CN4 0592, LN4 1350, HN4 8318

CN0 1425, LN0 2283, HN0 9241
CN1 2183, LN1 3941, HN1 0909
CN2 3841, LN2 4609, HN2 1667
CN3 4509, LN3 5367, HN3 2325
CN4 5267, LN4 6025, HN4 3083

CN0 4105, LN0 5963, HN0 2921
CN1 5863, LN1 6621, HN1 3689
CN2 6521, LN2 7389, HN2 4347
CN3 7289, LN3 8047, HN3 5005
CN4 8947, LN4 9705, HN4 6763

CN0 0761, LN0 1529, HN0 8587
CN1 1429, LN1 2287, HN1 9245
CN2 2187, LN2 3945, HN2 0903
CN3 3845, LN3 4603, HN3 1661
CN4 4503, LN4 5361, HN4 2329

CN0 6750, LN0 7518, HN0 4576
CN1 7418, LN1 8276, HN1 5234
CN2 8176, LN2 9934, HN2 6992
CN3 9834, LN3 0692, HN3 7650
CN4 0592, LN4 1350, HN4 8318

CN0 8316, LN0 9174, HN0 6132
CN1 9074, LN1 0832, HN1 7890
CN2 0732, LN2 1590, HN2 8558
CN3 1490, LN3 2258, HN3 9216
CN4 2158, LN4 3916, HN4 0974

CN0 9054, LN0 0812, HN0 7870
CN1 0712, LN1 1570, HN1 8538
CN2 1470, LN2 2238, HN2 9296
CN3 2138, LN3 3996, HN3 0954
CN4 3896, LN4 4654, HN4 1612

CN0 8516, LN0 9374, HN0 6332
CN1 9274, LN1 0032, HN1 7090
CN2 0932, LN2 1790, HN2 8758
CN3 1690, LN3 2458, HN3 9416
CN4 2358, LN4 3116, HN4 0174

CN0 0385, LN0 1143, HN0 8101
CN1 1043, LN1 2801, HN1 9869
CN2 2701, LN2 3569, HN2 0527
CN3 3469, LN3 4227, HN3 1285
CN4 4127, LN4 5985, HN4 2943

CN0 0981, LN0 1749, HN0 8707
CN1 1649, LN1 2407, HN1 9465
CN2 2307, LN2 3165, HN2 0123
CN3 3065, LN3 4823, HN3 1881
CN4 4723, LN4 5581, HN4 2549

CN0 8325, LN0 9183, HN0 6141
CN1 9083, LN1 0841, HN1 7809
CN2 0741, LN2 1509, HN2 8567
CN3 1409, LN3 2267, HN3 9225
CN4 2167, LN4 3925, HN4 0983

CN0 8509, LN0 9367, HN0 6325
CN1 9267, LN1 0025, HN1 7083
CN2 0925, LN2 1783, HN2 8741
CN3 1683, LN3 2441, HN3 9409
CN4 2341, LN4 3109, HN4 0167

CN0 1852, LN0 2610, HN0 9678
CN1 2510, LN1 3378, HN1 0336
CN2 3278, LN2 4036, HN2 1094
CN3 4936, LN3 5794, HN3 2752
CN4 5694, LN4 6452, HN4 3410

CN0 4529, LN0 5387, HN0 2345
CN1 5287, LN1 6045, HN1 3003
CN2 6945, LN2 7703, HN2 4761
CN3 7603, LN3 8461, HN3 5429
CN4 8361, LN4 9129, HN4 6187

CN0 9740, LN0 6973, HN0 3327
CN1 7509, LN1 4732, HN1 1186
CN2 5368, LN2 2591, HN2 9945
CN3 3127, LN3 0350, HN3 7704
CN4 1986, LN4 8119, HN4 5563

CN0 8639, LN0 5862, HN0 2216
CN1 6498, LN1 3621, HN1 0075
CN2 4257, LN2 1480, HN2 8834
CN3 2016, LN3 9249, HN3 6693
CN4 0875, LN4 7008, HN4 4452

CN0 0295, LN0 7428, HN0 4872
CN1 8054, LN1 5287, HN1 2631
CN2 6813, LN2 3046, HN2 0490
CN3 4672, LN3 1805, HN3 8259
CN4 2431, LN4 9664, HN4 6018

CN0 0891, LN0 7024, HN0 4478
CN1 8650, LN1 5883, HN1 2237
CN2 6419, LN2 3642, HN2 0096
CN3 4278, LN3 1401, HN3 8855
CN4 2037, LN4 9260, HN4 6614

CN0 6091, LN0 3224, HN0 0678
CN1 4850, LN1 1083, HN1 8437
CN2 2619, LN2 9842, HN2 6296
CN3 0478, LN3 7601, HN3 4055
CN4 8237, LN4 5460, HN4 2814

CN0 7569, LN0 4792, HN0 1146
CN1 5328, LN1 2551, HN1 9905
CN2 3187, LN2 0310, HN2 7764
CN3 1946, LN3 8179, HN3 5523
CN4 9705, LN4 6938, HN4 3382

CN0 9740, LN0 6973, HN0 3327
CN1 7509, LN1 4732, HN1 1186
CN2 5368, LN2 2591, HN2 9945
CN3 3127, LN3 0350, HN3 7704
CN4 1986, LN4 8119, HN4 5563

CN0 7368, LN0 4591, HN0 1945
CN1 5127, LN1 2350, HN1 9704
CN2 3986, LN2 0119, HN2 7563
CN3 1745, LN3 8978, HN3 5322
CN4 9504, LN4 6737, HN4 3181

CN0 5749, LN0 2972, HN0 9326
CN1 3508, LN1 0731, HN1 7185
CN2 1367, LN2 8590, HN2 5944
CN3 9126, LN3 6359, HN3 3703
CN4 7985, LN4 4118, HN4 1562

CN0 6458, LN0 3681, HN0 0035
CN1 4217, LN1 1440, HN1 8894
CN2 2076, LN2 9209, HN2 6653
CN3 0835, LN3 7068, HN3 4412
CN4 8694, LN4 5827, HN4 2271

CN0 6839, LN0 3062, HN0 0416
CN1 4698, LN1 1821, HN1 8275
CN2 2457, LN2 9680, HN2 6034
CN3 0216, LN3 7449, HN3 4893
CN4 8075, LN4 5208, HN4 2652

CN0 6891, LN0 3024, HN0 0478
CN1 4650, LN1 1883, HN1 8237
CN2 2419, LN2 9642, HN2 6096
CN3 0278, LN3 7401, HN3 4855
CN4 8037, LN4 5260, HN4 2614

CN0 7528, LN0 4751, HN0 1105
CN1 5387, LN1 2510, HN1 9964
CN2 3146, LN2 0379, HN2 7723
CN3 1905, LN3 8138, HN3 5582
CN4 9764, LN4 6997, HN4 3341

CN0 1546, LN0 8779, HN0 5123
CN1 9305, LN1 6538, HN1 3982
CN2 7164, LN2 4397, HN2 1741
CN3 5923, LN3 2156, HN3 9500
CN4 3782, LN4 0915, HN4 7369

CN0 6051, LN0 3284, HN0 0638
CN1 4810, LN1 1043, HN1 8497
CN2 2679, LN2 9802, HN2 6256
CN3 0438, LN3 7661, HN3 4015
CN4 8297, LN4 5420, HN4 2874

CN0 8051, LN0 5284, HN0 2638
CN1 6810, LN1 3043, HN1 0497
CN2 4679, LN2 1802, HN2 8256
CN3 2438, LN3 9661, HN3 6015
CN4 0297, LN4 7420, HN4 4874

CN0 1546, LN0 8779, HN0 5123
CN1 9305, LN1 6538, HN1 3982
CN2 7164, LN2 4397, HN2 1741
CN3 5923, LN3 2156, HN3 9500
CN4 3782, LN4 0915, HN4 7369

CN0 2435, LN0 9668, HN0 6012
CN1 0294, LN1 7427, HN1 4871
CN2 8053, LN2 5286, HN2 2630
CN3 6812, LN3 3045, HN3 0499
CN4 4671, LN4 1804, HN4 8258

CN0 1903, LN0 8136, HN0 5580
CN1 9762, LN1 6995, HN1 3349
CN2 7521, LN2 4754, HN2 1108
CN3 5380, LN3 2513, HN3 9967
CN4 3149, LN4 0372, HN4 7726

CN0 9102, LN0 6335, HN0 3789
CN1 7961, LN1 4194, HN1 1548
CN2 5720, LN2 2953, HN2 9307
CN3 3589, LN3 0712, HN3 7166
CN4 1348, LN4 8571, HN4 5925

CN0 6839, LN0 3062, HN0 0416
CN1 4698, LN1 1821, HN1 8275
CN2 2457, LN2 9680, HN2 6034
CN3 0216, LN3 7449, HN3 4893
CN4 8075, LN4 5208, HN4 2652

CN0 7921, LN0 4154, HN0 1508
CN1 5780, LN1 2913, HN1 9367
CN2 3549, LN2 0772, HN2 7126
CN3 1308, LN3 8531, HN3 5985
CN4 9167, LN4 6390, HN4 3744

CN0 9762, LN0 6995, HN0 3349
CN1 7521, LN1 4754, HN1 1108
CN2 5380, LN2 2513, HN2 9967
CN3 3149, LN3 0372, HN3 7726
CN4 1908, LN4 8131, HN4 5585

CN0 6457, LN0 3680, HN0 0034
CN1 4216, LN1 1449, HN1 8893
CN2 2075, LN2 9208, HN2 6652
CN3 0834, LN3 7067, HN3 4411
CN4 8693, LN4 5826, HN4 2270

CN0 2013, LN0 9246, HN0 6690
CN1 0872, LN1 7005, HN1 4459
CN2 8631, LN2 5864, HN2 2218
CN3 6490, LN3 3623, HN3 0077
CN4 4259, LN4 1482, HN4 8836

CN0 6851, LN0 3084, HN0 0438
CN1 4610, LN1 1843, HN1 8297
CN2 2479, LN2 9602, HN2 6056
CN3 0238, LN3 7461, HN3 4815
CN4 8097, LN4 5220, HN4 2674

CN0 6458, LN0 3681, HN0 0035
CN1 4217, LN1 1440, HN1 8894
CN2 2076, LN2 9209, HN2 6653
CN3 0835, LN3 7068, HN3 4412
CN4 8694, LN4 5827, HN4 2271

CN0 0495, LN0 7628, HN0 4072
CN1 8254, LN1 5487, HN1 2831
CN2 6013, LN2 3246, HN2 0690
CN3 4872, LN3 1005, HN3 8459
CN4 2631, LN4 9864, HN4 6218

CN0 1506, LN0 8739, HN0 5183
CN1 9365, LN1 6598, HN1 3942
CN2 7124, LN2 4357, HN2 1701
CN3 5983, LN3 2116, HN3 9560
CN4 3742, LN4 0975, HN4 7329

CN0 5768, LN0 2991, HN0 9345
CN1 3527, LN1 0750, HN1 7104
CN2 1386, LN2 8519, HN2 5963
CN3 9145, LN3 6378, HN3 3722
CN4 7904, LN4 4137, HN4 1581

CN0 5728, LN0 2951, HN0 9305
CN1 3587, LN1 0710, HN1 7164
CN2 1346, LN2 8579, HN2 5923
CN3 9105, LN3 6338, HN3 3782
CN4 7964, LN4 4197, HN4 1541

CN0 5327, LN0 2550, HN0 9904
CN1 3186, LN1 0319, HN1 7763
CN2 1945, LN2 8178, HN2 5522
CN3 9704, LN3 6937, HN3 3381
CN4 7563, LN4 4796, HN4 1140

CN0 6051, LN0 3284, HN0 0638
CN1 4810, LN1 1043, HN1 8497
CN2 2679, LN2 9802, HN2 6256
CN3 0438, LN3 7661, HN3 4015
CN4 8297, LN4 5420, HN4 2874

CN0 8650, LN0 5883, HN0 2237
CN1 6419, LN1 3642, HN1 0096
CN2 4278, LN2 1401, HN2 8855
CN3 2037, LN3 9260, HN3 6614
CN4 0896, LN4 7029, HN4 4473

CN0 5728, LN0 2951, HN0 9305
CN1 3587, LN1 0710, HN1 7164
CN2 1346, LN2 8579, HN2 5923
CN3 9105, LN3 6338, HN3 3782
CN4 7964, LN4 4197, HN4 1541

CN0 5106, LN0 2339, HN0 9783
CN1 3965, LN1 0198, HN1 7542
CN2 1724, LN2 8957, HN2 5301
CN3 9583, LN3 6716, HN3 3160
CN4 7342, LN4 4575, HN4 1929

CN0 5728, LN0 2951, HN0 9305
CN1 3587, LN1 0710, HN1 7164
CN2 1346, LN2 8579, HN2 5923
CN3 9105, LN3 6338, HN3 3782
CN4 7964, LN4 4197, HN4 1541

CN0 2013, LN0 9246, HN0 6690
CN1 0872, LN1 7005, HN1 4459
CN2 8631, LN2 5864, HN2 2218
CN3 6490, LN3 3623, HN3 0077
CN4 4259, LN4 1482, HN4 8836

CN0 9143, LN0 6376, HN0 3720
CN1 7902, LN1 4135, HN1 1589
CN2 5761, LN2 2994, HN2 9348
CN3 3520, LN3 0753, HN3 7107
CN4 1389, LN4 8512, HN4 5966

CN0 7940, LN0 4173, HN0 1527
CN1 5709, LN1 2932, HN1 9386
CN2 3568, LN2 0791, HN2 7145
CN3 1327, LN3 8550, HN3 5904
CN4 9186, LN4 6319, HN4 3763

CN0 6498, LN0 3621, HN0 0075
CN1 4257, LN1 1480, HN1 8834
CN2 2016, LN2 9249, HN2 6693
CN3 0875, LN3 7008, HN3 4452
CN4 8634, LN4 5867, HN4 2211

CN0 8213, LN0 5446, HN0 2890
CN1 6072, LN1 3205, HN1 0659
CN2 4831, LN2 1064, HN2 8418
CN3 2690, LN3 9823, HN3 6277
CN4 0459, LN4 7682, HN4 4036

CN0 7549, LN0 4772, HN0 1126
CN1 5308, LN1 2531, HN1 9985
CN2 3167, LN2 0390, HN2 7744
CN3 1926, LN3 8159, HN3 5503
CN4 9785, LN4 6918, HN4 3362

CN0 1943, LN0 8176, HN0 5520
CN1 9702, LN1 6935, HN1 3389
CN2 7561, LN2 4794, HN2 1148
CN3 5320, LN3 2553, HN3 9907
CN4 3189, LN4 0312, HN4 7766

CN0 0213, LN0 7446, HN0 4890
CN1 8072, LN1 5205, HN1 2659
CN2 6831, LN2 3064, HN2 0418
CN3 4690, LN3 1823, HN3 8277
CN4 2459, LN4 9682, HN4 6036

CN0 9761, LN0 6994, HN0 3348
CN1 7520, LN1 4753, HN1 1107
CN2 5389, LN2 2512, HN2 9966
CN3 3148, LN3 0371, HN3 7725
CN4 1907, LN4 8130, HN4 5584

CN0 8610, LN0 5843, HN0 2297
CN1 6479, LN1 3602, HN1 0056
CN2 4238, LN2 1461, HN2 8815
CN3 2097, LN3 9220, HN3 6674
CN4 0856, LN4 7089, HN4 4433

CN0 8439, LN0 5662, HN0 2016
CN1 6298, LN1 3421, HN1 0875
CN2 4057, LN2 1280, HN2 8634
CN3 2816, LN3 9049, HN3 6493
CN4 0675, LN4 7808, HN4 4252

CN0 9162, LN0 6395, HN0 3749
CN1 7921, LN1 4154, HN1 1508
CN2 5780, LN2 2913, HN2 9367
CN3 3549, LN3 0772, HN3 7126
CN4 1308, LN4 8531, HN4 5985

CN0 7962, LN0 4195, HN0 1549
CN1 5721, LN1 2954, HN1 9308
CN2 3580, LN2 0713, HN2 7167
CN3 1349, LN3 8572, HN3 5926
CN4 9108, LN4 6331, HN4 3785

CN0 2436, LN0 9669, HN0 6013
CN1 0295, LN1 7428, HN1 4872
CN2 8054, LN2 5287, HN2 2631
CN3 6813, LN3 3046, HN3 0490
CN4 4672, LN4 1805, HN4 8259

CN0 2013, LN0 9246, HN0 6690
CN1 0872, LN1 7005, HN1 4459
CN2 8631, LN2 5864, HN2 2218
CN3 6490, LN3 3623, HN3 0077
CN4 4259, LN4 1482, HN4 8836

CN0 5768, LN0 2991, HN0 9345
CN1 3527, LN1 0750, HN1 7104
CN2 1386, LN2 8519, HN2 5963
CN3 9145, LN3 6378, HN3 3722
CN4 7904, LN4 4137, HN4 1581

CN0 2014, LN0 9247, HN0 6691
CN1 0873, LN1 7006, HN1 4450
CN2 8632, LN2 5865, HN2 2219
CN3 6491, LN3 3624, HN3 0078
CN4 4250, LN4 1483, HN4 8837

CN0 8691, LN0 5824, HN0 2278
CN1 6450, LN1 3683, HN1 0037
CN2 4219, LN2 1442, HN2 8896
CN3 2078, LN3 9201, HN3 6655
CN4 0837, LN4 7060, HN4 4414

CN0 5709, LN0 2932, HN0 9386
CN1 3568, LN1 0791, HN1 7145
CN2 1327, LN2 8550, HN2 5904
CN3 9186, LN3 6319, HN3 3763
CN4 7945, LN4 4178, HN4 1522

CN0 7568, LN0 4791, HN0 1145
CN1 5327, LN1 2550, HN1 9904
CN2 3186, LN2 0319, HN2 7763
CN3 1945, LN3 8178, HN3 5522
CN4 9704, LN4 6937, HN4 3381

CN0 9761, LN0 6994, HN0 3348
CN1 7520, LN1 4753, HN1 1107
CN2 5389, LN2 2512, HN2 9966
CN3 3148, LN3 0371, HN3 7725
CN4 1907, LN4 8130, HN4 5584
