NS 10000
ROOT 4451
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 7314
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8481
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 7962
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6861
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8633
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6851
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 7788
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8011
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 2239
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 2075
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 7560
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8645
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 1566
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 2673
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 7370
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 3716
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 4851
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 1976
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8261
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6677
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 3716
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 3126
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6017
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 4637
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8081
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6617
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5712
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8019
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 2267
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8083
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 4487
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 4277
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8415
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5166
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6643
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8045
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5936
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8639
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5342
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 4839
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 2075
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6427
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5166
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6451
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 7164
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 1742
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 4489
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8645
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 4827
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 3388
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5948
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6649
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6073
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 2417
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5942
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6647
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 4059
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8643
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 3934
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 4087
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5948
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8823
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 7564
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 3344
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 7750
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8861
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8233
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5716
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 3936
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 2053
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5158
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 7312
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5786
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6427
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8671
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8275
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 2267
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 4827
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 4045
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 3978
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5186
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 4081
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 2237
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 3388
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8071
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5160
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 1978
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 3536
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5710
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 2427
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6269
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 2487
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5382
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 3720
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 7712
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6851
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8081
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6423
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5710
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 7538
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6821
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 2419
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5162
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 7154
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 3378
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6077
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 3744
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6077
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6073
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 7562
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6059
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5756
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 2617
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 1948
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6869
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 1316
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8411
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6459
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 4831
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 1128
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 5382
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 2083
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 3748
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 2677
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 6423
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 3534
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8673
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 3520
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 2615
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8619
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 7370
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 7382
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 3564
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 2427
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 1754
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 1128
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 2017
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8049
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 7962
UHF -7,+6,-4,+4
LHF -5,+3,-4,+0
PHF -9,+8,-8,+5
ROOT 8222
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 1557
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 6971
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 4511
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 2466
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8022
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 5939
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 7911
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 7153
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 3480
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 2537
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8066
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 7955
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8866
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 3440
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 3571
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 3311
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 3577
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 7844
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 4422
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 5662
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 2668
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8022
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 1157
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 4682
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 5860
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 1228
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8062
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8826
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 4828
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 7844
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 4888
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 5622
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 1359
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8866
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8866
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8826
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 1486
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 5733
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 2260
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 5860
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 6642
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 2260
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 2577
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 7884
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 4828
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 7844
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 1426
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 4622
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8022
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 5622
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 6911
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 1355
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8864
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 5662
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 3480
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 6042
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 2460
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8133
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8264
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8866
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 2537
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8955
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8935
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 4480
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 2537
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 7884
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 3779
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 5622
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 7955
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 2260
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8026
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 1426
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 5739
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 1486
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 6644
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8955
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 4511
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8153
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 3688
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8864
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 2339
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 3517
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 2577
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 4880
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 7824
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 2466
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 4511
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 5931
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 6931
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 3777
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 4688
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 3511
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 1355
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 2260
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8066
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 1555
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 7113
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 1555
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 4719
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 1426
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 1557
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 3719
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 4719
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8224
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8026
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 3371
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 7042
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 6042
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 6844
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 3480
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8264
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8935
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 6911
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8222
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 6840
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 7911
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 1426
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 4622
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 4628
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 8153
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 1466
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 7824
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
ROOT 4628
UHF -6,+9,-8,+5
LHF -3,+6,-5,+7
PHF -6,+9,-9,+2
